order_id,quantity,item_id,choice_description_id,item_price
237,1,3,0,$2.39 
237,1,1,18,$3.39 
239,1,4,28,$11.25 
240,1,20,166,$8.75 
240,1,13,259,$9.25 
241,1,11,260,$10.98 
242,1,31,248,$9.25 
243,2,20,261,$22.50 
244,1,18,141,$9.25 
245,1,21,205,$11.48 
246,1,4,262,$8.49 
246,1,5,0,$1.69 
247,2,2,69,$6.78 
248,1,13,264,$11.75 
248,1,8,0,$4.45 
250,1,34,266,$11.89 
251,1,11,212,$8.75 
252,1,22,108,$9.25 
252,1,11,109,$8.75 
253,2,34,87,$23.78 
254,1,4,269,$8.75 
254,1,33,97,$1.25 
255,1,8,0,$3.99 
256,1,11,270,$10.98 
258,1,8,0,$4.45 
260,1,8,0,$3.99 
261,2,20,271,$22.50 
262,1,11,272,$11.25 
263,1,11,135,$8.75 
265,1,11,48,$8.75 
265,1,10,273,$8.75 
265,1,8,0,$4.45 
266,1,24,217,$8.49 
267,1,6,46,$8.99 
268,1,29,0,$2.39 
269,1,5,0,$1.69 
270,1,14,58,$9.25 
271,2,4,91,$17.50 
272,1,8,0,$4.45 
273,1,6,276,$11.75 
273,1,11,277,$8.75 
275,1,23,217,$8.49 
275,1,8,0,$3.99 
276,1,41,274,$8.99 
276,1,21,99,$8.99 
276,1,31,278,$8.99 
277,1,4,162,$11.25 
278,1,8,0,$3.99 
278,1,11,37,$10.98 
279,1,42,0,$3.00 
279,1,8,0,$4.00 
280,1,24,217,$8.49 
280,1,8,0,$3.99 
281,1,8,0,$4.45 
282,1,11,281,$11.25 
282,1,33,145,$1.25 
282,1,33,145,$1.25 
283,1,11,283,$11.25 
283,1,19,0,$2.15 
284,1,4,10,$11.25 
287,1,6,95,$8.99 
287,2,12,80,$2.18 
288,2,12,80,$2.18 
289,1,20,286,$8.75 
290,1,16,0,$1.50 
290,1,4,86,$11.25 
291,1,6,142,$9.25 
291,1,30,0,$2.95 
291,1,33,179,$1.25 
292,1,23,217,$8.49 
292,1,8,0,$3.99 
293,1,6,287,$11.48 
294,1,8,0,$3.99 
296,1,5,0,$1.69 
297,1,33,145,$1.25 
301,1,6,294,$8.69 
301,1,25,295,$8.69 
301,1,0,0,$2.29 
302,1,23,217,$8.49 
303,1,11,216,$8.75 
305,1,6,248,$9.25 
306,1,13,296,$11.75 
307,1,8,0,$3.99 
307,1,23,297,$8.49 
308,1,11,283,$11.25 
308,1,19,0,$2.15 
310,1,5,0,$1.69 
311,1,8,0,$3.99 
311,1,31,300,$8.99 
312,1,21,201,$9.25 
313,1,38,301,$7.40 
314,1,23,259,$8.75 
317,1,14,282,$11.75 
317,1,9,282,$11.25 
317,1,33,145,$1.25 
318,1,8,0,$3.99 
319,1,4,304,$8.49 
320,1,4,51,$8.75 
321,1,11,306,$8.49 
321,1,12,97,$1.09 
322,1,43,307,$8.75 
323,1,21,173,$9.25 
323,1,19,0,$2.15 
324,1,11,188,$11.25 
325,1,8,0,$4.45 
325,2,33,145,$2.50 
326,2,8,0,$8.90 
326,1,11,308,$8.75 
326,1,4,310,$8.75 
329,1,11,314,$10.98 
329,1,8,0,$3.99 
330,1,5,0,$1.69 
333,1,17,0,$2.95 
334,1,6,127,$9.25 
335,1,8,0,$3.99 
335,1,23,297,$8.49 
336,1,11,318,$8.75 
336,1,4,49,$8.75 
338,1,4,319,$10.98 
338,1,12,80,$1.09 
340,1,8,0,$4.45 
341,1,21,322,$11.08 
342,1,8,0,$3.99 
343,1,27,324,$9.25 
343,1,9,121,$8.75 
344,1,14,327,$8.99 
344,1,11,236,$8.49 
345,1,4,72,$8.75 
345,1,8,0,$4.45 
346,1,30,0,$2.95 
346,1,21,247,$9.25 
347,1,8,0,$4.45 
348,2,24,330,$16.98 
349,1,0,0,$2.39 
350,3,33,13,$3.75 
351,1,15,332,$9.25 
351,1,8,0,$4.45 
352,1,13,334,$9.25 
352,1,8,0,$4.45 
354,1,11,212,$8.75 
355,1,6,338,$9.25 
356,1,6,340,$8.99 
357,2,20,341,$22.50 
358,1,9,282,$11.25 
359,1,33,97,$1.25 
360,1,4,88,$11.25 
361,1,23,343,$11.25 
361,1,16,0,$1.50 
363,1,13,63,$9.25 
363,1,35,145,$6.49 
364,1,4,346,$8.75 
366,1,6,55,$9.25 
367,1,13,348,$11.75 
368,1,4,349,$8.49 
369,1,41,262,$8.99 
370,1,11,346,$8.75 
371,1,5,0,$1.69 
372,1,21,28,$11.75 
372,1,4,116,$8.75 
373,1,24,351,$11.25 
374,1,13,352,$11.75 
377,2,21,354,$17.98 
378,1,11,12,$8.49 
378,1,5,0,$1.69 
379,1,6,115,$11.75 
379,1,4,115,$11.25 
379,3,33,179,$3.75 
379,1,25,355,$9.25 
380,1,4,318,$8.75 
380,1,16,0,$1.50 
381,1,10,357,$8.49 
383,1,4,346,$8.75 
383,1,8,0,$4.45 
384,1,4,153,$8.75 
384,1,19,0,$2.15 
384,1,4,142,$8.75 
386,1,24,360,$8.49 
386,1,4,180,$8.49 
387,1,11,337,$8.75 
387,1,6,361,$11.75 
387,1,6,362,$11.75 
388,1,6,363,$8.99 
388,1,16,0,$1.09 
389,1,4,168,$8.75 
389,1,9,267,$8.75 
389,1,0,0,$2.95 
389,1,19,0,$2.15 
390,1,8,0,$3.99 
391,1,8,0,$3.99 
393,1,6,257,$8.99 
394,1,14,259,$9.25 
394,1,28,303,$8.75 
395,1,0,0,$2.39 
396,1,10,366,$11.25 
397,1,6,153,$9.25 
398,1,10,188,$11.25 
398,1,16,0,$1.50 
399,1,8,0,$3.99 
400,1,14,55,$9.25 
400,1,4,368,$11.25 
402,1,4,212,$8.75 
403,1,3,0,$2.39 
404,1,11,191,$11.25 
404,1,15,370,$9.25 
404,1,19,0,$2.15 
405,1,11,371,$11.25 
406,1,22,372,$11.75 
407,1,6,298,$11.75 
408,1,33,145,$1.25 
409,1,4,374,$8.49 
410,1,11,376,$8.75 
410,1,33,97,$1.25 
411,1,4,378,$8.49 
412,1,4,379,$8.75 
412,1,8,0,$4.45 
413,1,9,344,$11.25 
413,1,33,145,$1.25 
414,1,3,0,$2.39 
415,1,21,382,$9.25 
415,1,8,0,$4.45 
416,1,4,291,$8.75 
418,2,4,384,$17.50 
419,1,27,385,$8.99 
422,1,35,13,$6.49 
425,1,18,63,$9.25 
425,1,8,0,$4.45 
426,1,4,201,$8.75 
428,1,21,390,$11.75 
428,1,19,0,$2.15 
430,1,4,393,$8.75 
430,1,33,97,$1.25 
431,1,11,283,$11.25 
431,1,19,0,$2.15 
431,1,33,13,$1.25 
432,1,11,394,$8.75 
432,1,35,145,$6.49 
433,1,21,95,$8.99 
435,1,11,397,$10.98 
435,1,12,36,$1.09 
436,1,4,374,$8.49 
437,1,33,97,$1.25 
438,1,14,398,$11.48 
439,1,32,400,$10.98 
439,1,4,401,$8.49 
440,1,18,128,$9.25 
440,1,6,387,$9.25 
441,1,8,0,$4.45 
443,1,4,64,$11.25 
443,1,23,404,$8.75 
445,1,4,405,$8.75 
445,1,8,0,$4.45 
446,1,19,0,$2.15 
447,1,6,34,$8.99 
449,1,33,97,$1.25 
450,2,12,21,$2.18 
450,1,6,408,$11.48 
451,1,10,197,$8.75 
452,1,14,410,$11.75 
452,1,33,97,$1.25 
453,1,11,411,$10.58 
455,1,6,412,$11.75 
455,1,8,0,$4.45 
456,1,4,40,$11.25 
456,1,23,413,$11.25 
458,1,4,43,$8.75 
458,1,20,406,$8.75 
459,2,20,341,$22.50 
461,1,6,352,$11.75 
462,1,11,162,$11.25 
462,1,0,0,$2.95 
465,1,4,72,$8.75 
465,1,35,145,$6.49 
467,1,8,0,$4.45 
467,1,22,412,$11.75 
468,1,8,0,$4.45 
469,1,4,402,$11.25 
470,1,8,0,$4.45 
470,1,11,416,$8.75 
471,1,6,22,$8.99 
471,1,16,0,$1.09 
471,1,6,262,$8.99 
474,1,21,419,$11.48 
475,1,22,420,$9.25 
476,1,11,421,$8.49 
477,1,6,383,$8.99 
478,1,4,141,$8.75 
478,1,8,0,$4.45 
478,1,34,424,$11.89 
479,1,11,425,$10.58 
479,1,11,426,$8.19 
479,1,5,0,$1.69 
480,1,4,393,$8.75 
480,1,19,0,$2.15 
480,1,33,97,$1.25 
481,2,11,394,$17.50 
481,1,35,145,$6.49 
481,1,25,427,$9.25 
481,1,19,0,$2.15 
482,1,11,65,$8.75 
482,1,8,0,$4.45 
482,1,4,308,$8.75 
482,1,33,145,$1.25 
483,1,18,428,$11.48 
483,1,18,429,$11.48 
484,1,21,3,$8.99 
484,2,16,0,$2.18 
485,1,4,430,$8.49 
485,1,18,430,$8.99 
485,2,16,0,$2.18 
486,1,8,0,$4.45 
487,1,11,431,$11.25 
487,1,31,248,$9.25 
488,1,20,42,$11.25 
489,1,23,217,$8.49 
489,1,10,182,$8.49 
491,1,4,434,$11.25 
491,1,15,435,$9.25 
491,1,4,351,$11.25 
494,1,4,439,$10.98 
495,1,15,24,$8.99 
496,1,12,97,$1.09 
496,1,12,75,$1.09 
497,1,8,0,$4.45 
498,1,4,443,$11.25 
498,1,8,0,$4.45 
499,1,21,444,$9.25 
499,1,8,0,$4.45 
500,1,4,393,$8.75 
501,1,0,0,$2.95 
502,1,6,446,$11.75 
503,1,11,28,$11.25 
503,1,8,0,$4.45 
504,1,18,428,$11.48 
505,1,14,51,$9.25 
506,1,11,335,$8.75 
506,1,0,0,$2.95 
507,1,33,179,$1.25 
507,1,33,179,$1.25 
508,1,21,448,$8.99 
508,1,0,0,$2.39 
509,1,33,145,$1.25 
509,1,11,85,$11.25 
510,1,23,217,$8.49 
510,1,8,0,$3.99 
511,2,17,0,$5.90 
511,1,35,145,$6.49 
512,1,23,37,$10.98 
513,1,3,0,$2.39 
514,1,4,450,$8.75 
514,1,19,0,$2.15 
517,1,11,453,$8.19 
517,1,6,454,$8.69 
518,1,11,455,$10.98 
519,1,6,4,$11.48 
520,1,10,379,$8.75 
521,1,11,212,$8.75 
522,1,6,457,$9.25 
522,1,33,97,$1.25 
523,1,5,0,$1.69 
524,1,8,0,$4.45 
526,1,4,213,$11.25 
529,1,24,226,$11.25 
529,1,4,122,$8.75 
530,1,13,128,$9.25 
530,2,19,0,$4.30 
530,1,4,129,$8.75 
531,1,4,374,$8.49 
531,1,8,0,$3.99 
532,1,21,461,$8.99 
533,1,4,462,$8.49 
534,1,34,27,$11.89 
535,1,21,65,$9.25 
535,1,0,0,$2.95 
536,1,8,0,$4.45 
538,1,11,465,$10.98 
540,1,8,0,$4.45 
541,1,45,64,$11.89 
542,1,11,113,$8.49 
543,1,4,467,$8.75 
544,1,11,201,$8.75 
544,1,4,201,$8.75 
545,1,22,469,$11.75 
546,1,11,470,$11.25 
546,1,14,471,$11.75 
547,1,5,0,$1.69 
549,1,33,145,$1.25 
549,2,8,0,$8.90 
551,1,23,250,$8.75 
552,1,20,226,$11.25 
553,1,5,0,$1.69 
553,1,2,16,$3.39 
555,1,15,47,$8.99 
556,1,11,475,$10.98 
557,1,24,476,$11.25 
558,1,7,477,$8.99 
559,1,4,407,$8.75 
559,1,19,0,$2.15 
560,1,4,128,$8.75 
560,1,30,0,$2.95 
561,1,15,447,$11.75 
561,2,33,179,$2.50 
561,1,26,0,$2.95 
562,1,6,480,$11.48 
563,1,19,0,$2.15 
564,1,6,483,$11.75 
566,1,35,97,$6.49 
566,1,15,283,$11.75 
567,1,12,80,$1.09 
569,1,11,393,$8.75 
569,1,19,0,$2.15 
571,1,24,485,$11.25 
572,1,4,378,$8.49 
572,1,11,12,$8.49 
573,1,16,0,$1.50 
574,1,4,487,$8.75 
574,2,33,97,$2.50 
575,1,46,488,$7.40 
575,1,46,489,$7.40 
576,1,18,248,$9.25 
577,1,11,490,$11.25 
577,1,10,491,$11.25 
577,1,4,492,$11.25 
577,1,24,386,$11.25 
578,2,4,483,$22.50 
580,1,4,494,$8.49 
582,1,11,59,$11.25 
582,1,16,0,$1.50 
584,1,23,217,$8.49 
585,1,24,249,$8.75 
585,1,11,153,$8.75 
586,1,11,498,$8.75 
587,1,21,59,$11.75 
588,1,11,499,$11.25 
588,1,4,500,$11.25 
588,1,30,0,$2.95 
589,1,11,475,$10.98 
591,1,29,0,$2.39 
593,1,21,504,$11.48 
596,1,10,47,$8.49 
596,1,8,0,$3.99 
597,1,8,0,$4.45 
598,1,20,509,$8.75 
598,1,33,97,$1.25 
599,1,4,510,$10.98 
599,1,21,378,$8.99 
600,1,10,52,$11.25 
601,1,4,393,$8.75 
603,1,16,0,$1.50 
604,1,11,65,$8.75 
604,1,33,145,$1.25 
604,1,8,0,$4.45 
606,1,4,51,$8.75 
606,1,26,0,$2.95 
607,1,11,513,$8.75 
607,1,0,0,$2.95 
608,1,10,514,$8.49 
608,1,23,99,$8.49 
610,1,11,132,$8.75 
611,1,21,49,$9.25 
611,1,4,201,$8.75 
613,1,19,0,$2.15 
615,1,4,43,$8.75 
617,1,8,0,$4.45 
620,1,6,508,$11.75 
621,1,4,518,$11.25 
621,1,20,499,$11.25 
622,1,4,86,$11.25 
622,1,8,0,$4.45 
623,1,4,519,$8.49 
623,1,4,12,$8.49 
624,1,13,374,$8.99 
624,1,8,0,$3.99 
625,1,4,121,$8.75 
626,1,19,0,$2.15 
626,1,21,72,$9.25 
628,1,4,523,$11.25 
628,1,19,0,$2.15 
628,1,20,524,$8.75 
628,1,8,0,$4.45 
629,1,11,376,$8.75 
629,1,11,450,$8.75 
630,1,4,525,$11.25 
630,1,19,0,$2.15 
631,1,4,526,$8.75 
631,2,30,0,$5.90 
633,3,33,145,$3.75 
634,1,10,291,$8.75 
634,1,33,179,$1.25 
634,1,8,0,$4.45 
635,1,21,528,$11.75 
635,2,21,59,$23.50 
636,1,11,529,$8.75 
636,1,11,530,$8.75 
637,1,4,531,$8.75 
637,1,33,97,$1.25 
638,1,33,13,$1.25 
640,1,17,0,$2.95 
641,1,2,120,$3.39 
643,2,4,275,$17.50 
645,1,17,0,$2.95 
646,1,15,310,$9.25 
646,1,11,27,$11.25 
647,1,30,0,$2.95 
649,1,20,308,$8.75 
649,1,4,346,$8.75 
649,1,4,536,$11.25 
649,1,4,537,$8.75 
650,1,19,0,$2.15 
651,1,4,44,$8.49 
651,1,1,33,$3.39 
651,1,1,33,$3.39 
652,1,11,510,$10.98 
653,1,11,539,$11.25 
654,1,33,179,$1.25 
654,2,26,0,$5.90 
654,1,20,176,$8.75 
654,1,24,133,$11.25 
655,1,21,9,$9.25 
655,1,8,0,$4.45 
655,1,16,0,$1.50 
657,1,4,85,$11.25 
657,1,19,0,$2.15 
658,1,23,352,$11.25 
658,1,40,42,$11.75 
659,1,6,542,$11.75 
659,1,8,0,$4.45 
660,1,8,0,$4.45 
661,1,6,72,$9.25 
661,1,4,72,$8.75 
662,1,6,180,$8.99 
663,1,11,543,$8.49 
663,1,22,544,$8.99 
664,1,24,51,$8.75 
665,1,8,0,$3.99 
666,1,13,545,$11.08 
667,1,4,423,$8.49 
667,1,4,113,$8.49 
668,1,23,217,$8.49 
669,1,11,162,$11.25 
669,1,19,0,$2.15 
670,2,11,427,$17.50 
670,1,30,0,$2.95 
671,1,11,547,$8.49 
672,1,11,548,$10.98 
673,1,11,276,$11.25 
674,1,11,549,$8.75 
675,1,31,49,$9.25 
676,1,18,212,$9.25 
677,1,4,81,$8.75 
678,1,8,0,$3.99 
681,1,10,337,$8.75 
682,1,4,469,$11.25 
682,1,8,0,$4.45 
683,1,33,97,$1.25 
684,1,6,554,$11.75 
685,1,0,0,$2.95 
687,1,23,555,$11.25 
687,1,8,0,$4.45 
688,1,11,556,$11.25 
689,1,4,557,$8.49 
691,1,11,102,$8.75 
691,1,11,226,$11.25 
691,1,6,196,$11.75 
693,1,4,561,$10.98 
693,1,5,0,$1.69 
694,1,21,151,$8.99 
696,1,21,394,$9.25 
697,1,11,59,$11.25 
698,1,4,222,$8.75 
699,1,4,564,$8.49 
699,1,5,0,$1.69 
700,1,4,43,$8.75 
700,1,33,179,$1.25 
701,1,20,565,$11.25 
701,1,19,0,$2.15 
702,1,15,321,$11.08 
703,1,4,167,$8.49 
703,1,4,566,$8.49 
703,1,4,567,$8.49 
705,1,18,568,$11.75 
706,1,11,570,$8.75 
706,1,8,0,$4.45 
707,1,16,0,$1.50 
708,2,6,572,$23.50 
710,2,33,97,$2.50 
710,1,19,0,$2.15 
711,1,4,44,$8.49 
711,1,36,0,$2.39 
712,1,11,65,$8.75 
713,1,23,575,$10.98 
716,1,6,508,$11.75 
716,1,11,65,$8.75 
717,1,11,128,$8.75 
717,1,11,530,$8.75 
720,1,4,122,$8.75 
720,1,10,436,$8.75 
722,1,8,0,$4.45 
723,1,4,374,$8.49 
724,1,31,318,$9.25 
725,1,33,145,$1.25 
725,1,4,72,$8.75 
727,1,16,0,$1.50 
728,1,10,102,$8.75 
729,1,4,374,$8.49 
729,1,8,0,$3.99 
730,1,18,262,$8.99 
731,1,33,97,$1.25 
732,1,11,95,$8.49 
732,1,10,580,$8.49 
733,1,13,128,$9.25 
736,1,11,552,$8.75 
737,1,21,528,$11.75 
737,1,21,583,$11.75 
737,2,8,0,$8.90 
738,1,0,0,$2.95 
739,1,11,149,$8.49 
741,2,4,585,$21.96 
743,1,11,382,$8.75 
745,1,4,587,$8.49 
745,1,8,0,$3.99 
746,1,9,588,$8.75 
747,2,11,578,$17.50 
748,1,13,128,$9.25 
748,1,17,0,$2.95 
751,1,16,0,$1.50 
754,1,35,97,$6.49 
754,1,6,590,$11.75 
754,1,8,0,$4.45 
755,1,24,507,$10.98 
755,1,5,0,$1.69 
757,1,21,9,$9.25 
757,1,0,0,$2.95 
758,1,11,212,$8.75 
758,1,33,13,$1.25 
759,1,4,591,$11.25 
759,1,15,584,$9.25 
759,1,10,197,$8.75 
759,1,4,382,$8.75 
759,2,0,0,$5.90 
760,1,28,64,$11.25 
761,1,11,510,$10.98 
763,1,21,394,$9.25 
763,1,16,0,$1.50 
764,1,33,179,$1.25 
764,1,4,43,$8.75 
765,1,10,183,$8.49 
766,1,20,579,$11.25 
767,1,21,390,$11.75 
768,2,27,594,$18.50 
769,1,4,374,$8.49 
769,1,0,0,$2.39 
770,1,8,0,$4.45 
770,1,15,59,$11.75 
771,1,14,151,$8.99 
771,1,8,0,$3.99 
773,1,4,77,$8.75 
774,1,35,97,$6.49 
775,1,11,597,$8.49 
775,1,6,598,$8.99 
777,2,20,271,$22.50 
778,1,30,0,$2.95 
779,1,4,543,$8.49 
781,1,4,153,$8.75 
782,1,4,159,$11.25 
783,1,3,0,$2.39 
784,1,6,572,$11.75 
784,1,35,97,$6.49 
784,1,10,601,$11.25 
787,1,6,604,$8.99 
787,1,14,605,$8.99 
788,1,12,21,$1.09 
789,1,6,217,$8.99 
790,1,12,97,$1.09 
791,1,6,196,$11.75 
791,1,21,530,$9.25 
791,1,19,0,$2.15 
792,1,8,0,$4.45 
793,1,16,0,$1.50 
794,1,4,429,$10.98 
794,1,3,0,$2.39 
795,1,11,610,$8.75 
795,1,18,55,$9.25 
797,1,21,587,$8.99 
798,1,35,97,$6.49 
799,1,8,0,$3.99 
800,2,11,51,$17.50 
803,1,8,0,$4.45 
803,1,33,145,$1.25 
806,1,4,615,$11.25 
806,1,19,0,$2.15 
807,1,31,616,$9.25 
807,1,4,617,$11.25 
808,1,26,0,$2.95 
812,1,18,372,$11.75 
813,1,19,0,$2.15 
813,1,4,77,$8.75 
816,1,25,404,$9.25 
818,1,20,588,$8.75 
818,1,14,550,$11.75 
818,1,15,92,$11.75 
818,1,24,309,$8.75 
818,2,8,0,$8.90 
819,1,4,438,$10.98 
820,1,24,604,$8.49 
820,1,11,624,$8.49 
821,1,11,625,$10.98 
822,1,21,3,$8.99 
