order_id,quantity,item_id,choice_description_id,item_price
254,1,13,128,$9.25 
254,1,19,0,$2.15 
254,1,19,0,$2.15 
255,1,24,217,$8.49 
256,1,12,21,$1.09 
257,1,23,247,$8.75 
257,1,8,0,$4.45 
258,1,4,141,$8.75 
258,1,14,84,$11.75 
258,1,17,0,$2.95 
259,1,6,181,$9.25 
259,1,10,71,$8.75 
260,1,23,217,$8.49 
262,1,33,145,$1.25 
263,1,4,53,$8.75 
264,2,6,116,$18.50 
264,1,35,97,$6.49 
266,1,8,0,$3.99 
267,1,12,13,$1.09 
268,1,4,274,$8.49 
269,1,6,83,$11.48 
270,2,33,145,$2.50 
270,1,16,0,$1.50 
271,1,17,0,$2.95 
272,1,11,275,$8.75 
274,1,4,47,$8.49 
274,1,5,0,$1.69 
276,1,8,0,$3.99 
277,1,8,0,$4.45 
277,1,33,179,$1.25 
279,1,37,279,$7.40 
279,1,38,280,$7.40 
281,1,21,176,$9.25 
282,1,6,282,$11.75 
284,1,8,0,$4.45 
284,3,33,97,$3.75 
284,1,21,213,$11.75 
285,1,14,24,$8.99 
285,1,36,0,$2.39 
286,1,20,284,$8.75 
286,1,8,0,$4.45 
286,1,33,97,$1.25 
287,1,10,285,$8.49 
288,1,11,262,$8.49 
288,1,16,0,$1.09 
289,1,17,0,$2.95 
289,1,33,179,$1.25 
294,1,23,217,$8.49 
295,1,11,288,$11.25 
295,1,33,97,$1.25 
296,1,13,67,$8.99 
297,1,4,289,$11.25 
298,1,35,268,$6.49 
298,1,4,122,$8.75 
299,1,13,290,$9.25 
299,1,11,291,$8.75 
299,1,0,0,$2.95 
300,1,11,292,$8.75 
300,1,6,293,$11.75 
302,1,8,0,$3.99 
303,1,4,238,$8.75 
304,1,33,13,$1.25 
304,1,6,93,$11.75 
304,1,24,92,$11.25 
304,1,43,92,$11.25 
305,1,11,281,$11.25 
305,1,33,145,$1.25 
306,1,35,145,$6.49 
309,1,11,298,$11.25 
309,1,34,52,$11.89 
310,1,18,47,$8.99 
311,1,41,274,$8.99 
311,1,21,299,$8.99 
312,1,13,53,$9.25 
312,1,19,0,$2.15 
313,1,38,302,$7.40 
314,1,20,303,$8.75 
315,1,27,203,$9.25 
315,1,8,0,$4.45 
316,1,4,27,$11.25 
316,1,33,13,$1.25 
318,1,23,297,$8.49 
319,1,4,304,$8.49 
319,1,25,305,$8.99 
320,1,19,0,$2.15 
320,1,33,13,$1.25 
321,1,16,0,$1.09 
322,1,17,0,$2.95 
322,1,33,268,$1.25 
323,1,33,179,$1.25 
324,1,33,97,$1.25 
325,1,11,43,$8.75 
326,1,4,309,$8.75 
327,1,11,311,$11.25 
327,1,23,312,$11.25 
328,1,4,313,$10.98 
328,1,8,0,$3.99 
330,1,18,47,$8.99 
331,1,18,315,$9.25 
331,1,4,315,$8.75 
332,1,6,316,$8.99 
332,1,12,36,$1.09 
333,1,6,317,$9.25 
334,1,11,153,$8.75 
337,2,20,271,$22.50 
338,3,16,0,$3.27 
338,1,8,0,$3.99 
338,1,31,320,$8.99 
339,1,15,321,$11.08 
340,1,11,51,$8.75 
342,1,23,323,$8.49 
343,2,19,0,$4.30 
343,1,24,325,$11.25 
343,1,24,59,$11.25 
343,1,15,153,$9.25 
344,1,11,326,$8.49 
345,1,26,0,$2.95 
346,1,18,128,$9.25 
346,1,24,328,$8.75 
347,1,4,329,$11.25 
349,1,23,331,$8.49 
350,1,4,59,$11.25 
352,1,13,333,$9.25 
353,1,11,335,$8.75 
353,1,22,108,$9.25 
354,1,13,336,$9.25 
355,1,6,337,$9.25 
356,1,6,339,$11.48 
358,1,14,342,$11.75 
358,1,33,145,$1.25 
359,1,4,129,$8.75 
359,1,19,0,$2.15 
360,1,10,43,$8.75 
360,1,33,13,$1.25 
362,1,10,344,$11.25 
362,1,4,345,$11.25 
363,2,8,0,$8.90 
364,1,8,0,$4.45 
365,1,10,52,$11.25 
365,1,33,97,$1.25 
366,2,9,55,$17.50 
367,1,24,347,$8.75 
367,2,16,0,$3.00 
368,1,23,12,$8.49 
369,1,4,350,$10.98 
369,1,8,0,$3.99 
370,1,8,0,$4.45 
371,1,6,34,$8.99 
373,1,8,0,$4.45 
374,1,33,145,$1.25 
375,1,21,353,$11.75 
375,1,30,0,$2.95 
376,1,6,35,$8.99 
376,1,6,35,$8.99 
376,2,12,36,$2.18 
377,1,6,354,$8.99 
379,1,17,0,$2.95 
380,1,18,356,$11.75 
380,1,19,0,$2.15 
381,1,10,357,$8.49 
381,1,2,16,$3.39 
382,1,21,358,$8.69 
382,1,8,0,$3.89 
384,1,23,359,$11.25 
385,1,4,257,$8.49 
385,1,5,0,$1.69 
387,1,33,179,$1.25 
389,1,8,0,$4.45 
389,1,4,8,$8.75 
390,1,11,262,$8.49 
391,1,21,148,$8.99 
392,1,11,150,$8.49 
392,1,5,0,$1.69 
392,1,12,80,$1.09 
393,1,12,13,$1.09 
395,1,7,364,$8.99 
396,1,33,97,$1.25 
396,1,33,145,$1.25 
396,1,11,365,$11.25 
397,1,7,110,$9.25 
399,1,23,320,$8.49 
400,1,23,367,$11.25 
401,2,4,91,$17.50 
402,2,8,0,$8.90 
402,1,4,132,$8.75 
402,1,4,250,$8.75 
403,1,13,369,$8.99 
405,1,33,97,$1.25 
406,1,33,97,$1.25 
407,1,11,298,$11.25 
408,1,4,86,$11.25 
408,1,4,373,$11.25 
409,1,4,375,$10.98 
410,1,10,377,$8.75 
411,1,4,149,$8.49 
412,1,16,0,$1.50 
412,1,16,0,$1.50 
413,1,40,380,$11.75 
414,1,11,381,$8.49 
416,1,6,55,$9.25 
417,1,6,383,$8.99 
417,1,5,0,$1.69 
419,1,3,0,$2.39 
419,1,25,147,$8.99 
420,1,11,386,$11.25 
420,1,8,0,$4.45 
421,1,4,201,$8.75 
421,1,8,0,$4.45 
422,1,6,387,$9.25 
423,1,9,388,$10.98 
423,1,11,262,$8.49 
424,1,11,389,$8.49 
424,1,12,75,$1.09 
424,1,5,0,$1.69 
426,1,33,145,$1.25 
426,1,0,0,$2.95 
427,1,8,0,$3.99 
427,1,23,218,$8.49 
428,1,21,391,$11.75 
429,1,21,392,$11.48 
430,1,19,0,$2.15 
432,1,11,395,$8.75 
433,1,5,0,$1.69 
434,1,11,275,$8.75 
434,1,13,396,$11.75 
436,1,1,1,$3.39 
437,1,4,393,$8.75 
437,1,19,0,$2.15 
438,1,11,399,$10.98 
440,1,30,0,$2.95 
441,1,6,402,$11.75 
442,1,6,403,$11.48 
443,1,8,0,$4.45 
444,1,5,0,$1.69 
444,1,21,47,$8.99 
445,1,16,0,$1.50 
446,1,21,85,$11.75 
447,1,3,0,$2.39 
448,1,11,406,$8.75 
448,1,0,0,$2.95 
448,1,33,145,$1.25 
449,1,4,407,$8.75 
449,1,19,0,$2.15 
450,2,12,80,$2.18 
451,1,0,0,$2.95 
451,1,21,409,$11.75 
454,1,13,383,$8.99 
454,1,36,0,$2.39 
457,2,4,91,$17.50 
457,1,11,275,$8.75 
460,1,21,49,$9.25 
460,1,4,201,$8.75 
460,1,8,0,$4.45 
461,1,33,97,$1.25 
462,1,11,162,$11.25 
463,1,13,67,$8.99 
463,1,5,0,$1.69 
464,1,11,188,$11.25 
464,1,8,0,$4.45 
466,1,11,65,$8.75 
466,1,8,0,$4.45 
466,1,14,155,$9.25 
467,1,6,412,$11.75 
468,1,44,414,$11.89 
468,1,21,415,$11.75 
469,1,0,0,$2.95 
469,1,16,0,$1.50 
471,1,12,21,$1.09 
471,1,8,0,$3.99 
472,1,6,417,$11.48 
472,1,23,418,$8.49 
473,1,6,249,$9.25 
473,1,8,0,$4.45 
475,1,30,0,$2.95 
475,1,13,54,$9.25 
476,1,6,422,$8.99 
477,1,11,423,$8.49 
478,1,17,0,$2.95 
485,1,29,0,$2.39 
485,1,36,0,$2.39 
486,1,4,292,$8.75 
488,1,13,395,$9.25 
488,1,4,64,$11.25 
488,1,8,0,$4.45 
488,1,26,0,$2.95 
488,1,21,348,$11.75 
490,1,40,432,$8.99 
490,1,5,0,$1.69 
491,1,14,433,$9.25 
491,1,6,162,$11.75 
491,1,11,436,$8.75 
491,1,13,437,$11.75 
491,1,11,436,$8.75 
491,1,4,51,$8.75 
491,1,4,414,$11.25 
492,1,4,438,$10.98 
493,1,11,29,$11.25 
493,1,8,0,$4.45 
494,1,11,440,$8.49 
495,1,1,1,$3.39 
496,1,8,0,$3.99 
496,1,6,441,$8.99 
496,1,3,0,$2.39 
497,2,11,442,$17.50 
498,1,4,93,$11.25 
500,1,19,0,$2.15 
500,1,33,97,$1.25 
501,1,45,445,$11.89 
502,1,33,97,$1.25 
504,1,18,429,$11.48 
505,1,0,0,$2.95 
506,1,22,108,$9.25 
507,1,24,133,$11.25 
507,1,15,447,$11.75 
509,1,33,97,$1.25 
509,1,10,366,$11.25 
511,4,11,336,$35.00 
511,3,6,336,$27.75 
511,1,23,336,$8.75 
511,4,0,0,$11.80 
511,2,8,0,$8.90 
513,2,6,449,$17.98 
514,1,18,163,$9.25 
515,1,10,451,$8.75 
515,1,8,0,$4.45 
516,1,11,452,$8.49 
516,1,5,0,$1.69 
519,1,8,0,$3.99 
519,1,6,456,$11.48 
520,1,8,0,$4.45 
520,1,35,13,$6.49 
521,1,4,393,$8.75 
522,1,8,0,$4.45 
523,1,11,150,$8.49 
524,1,14,370,$9.25 
525,1,6,458,$8.99 
525,1,12,13,$1.09 
526,1,30,0,$2.95 
527,1,21,322,$11.08 
527,1,15,459,$11.08 
527,1,8,0,$3.89 
528,1,4,260,$10.98 
529,1,4,460,$11.25 
532,1,5,0,$1.69 
533,1,5,0,$1.69 
534,1,6,463,$11.75 
534,1,11,464,$11.25 
535,1,26,0,$2.95 
535,1,21,132,$9.25 
536,1,28,249,$8.75 
537,1,8,0,$4.45 
537,1,24,142,$8.75 
539,1,6,466,$11.48 
539,1,11,150,$8.49 
540,1,6,259,$9.25 
541,1,6,413,$11.75 
542,1,25,113,$8.99 
543,1,21,468,$9.25 
545,1,6,412,$11.75 
545,1,8,0,$4.45 
546,2,33,145,$2.50 
547,1,6,67,$8.99 
548,1,15,472,$11.75 
548,1,19,0,$2.15 
549,1,15,48,$9.25 
549,1,9,473,$8.75 
550,1,18,212,$9.25 
550,1,26,0,$2.95 
551,1,11,192,$11.25 
552,2,8,0,$8.90 
552,1,7,474,$11.75 
553,1,21,400,$11.48 
554,1,18,7,$9.25 
554,1,30,0,$2.95 
555,1,5,0,$1.69 
555,1,10,385,$8.49 
557,1,0,0,$2.95 
558,1,5,0,$1.69 
559,1,33,97,$1.25 
560,1,6,387,$9.25 
560,2,33,145,$2.50 
561,1,24,133,$11.25 
561,1,33,145,$1.25 
561,1,4,478,$11.25 
561,1,16,0,$1.50 
561,1,10,176,$8.75 
561,1,33,145,$1.25 
562,1,18,479,$11.48 
563,1,4,481,$8.75 
563,1,4,482,$8.75 
564,1,33,97,$1.25 
565,1,31,49,$9.25 
565,1,22,49,$9.25 
567,1,23,217,$8.49 
567,1,43,217,$8.49 
568,1,4,484,$10.98 
569,1,33,97,$1.25 
570,1,4,188,$11.25 
570,1,16,0,$1.50 
571,1,11,59,$11.25 
573,1,4,486,$8.75 
573,1,33,97,$1.25 
573,1,16,0,$1.50 
574,1,19,0,$2.15 
575,1,8,0,$4.00 
576,1,18,55,$9.25 
576,1,45,248,$9.39 
576,1,18,248,$9.25 
576,1,45,248,$9.39 
577,1,20,283,$11.25 
577,2,8,0,$8.90 
577,4,16,0,$6.00 
579,1,15,493,$11.48 
579,1,12,13,$1.09 
580,1,24,495,$8.49 
581,2,11,394,$17.50 
583,1,31,49,$9.25 
583,1,10,141,$8.75 
584,1,8,0,$3.99 
585,1,4,496,$8.75 
586,1,11,497,$8.75 
587,1,16,0,$1.50 
589,1,25,448,$8.99 
590,1,6,501,$9.25 
590,1,24,502,$8.75 
590,1,8,0,$4.45 
591,1,4,503,$8.49 
591,1,12,13,$1.09 
592,1,23,259,$8.75 
592,1,20,267,$8.75 
594,1,14,274,$8.99 
594,1,11,505,$8.49 
595,1,11,506,$8.49 
595,1,0,0,$2.39 
596,1,11,507,$10.98 
597,1,6,508,$11.75 
598,1,19,0,$2.15 
600,1,16,0,$1.50 
601,1,19,0,$2.15 
601,1,33,97,$1.25 
602,1,11,142,$8.75 
602,1,21,155,$9.25 
602,1,20,511,$8.75 
603,1,4,162,$11.25 
605,1,10,512,$10.98 
606,1,33,268,$1.25 
607,1,33,13,$1.25 
608,1,0,0,$2.39 
609,1,4,515,$11.25 
609,1,33,97,$1.25 
610,1,11,132,$8.75 
612,1,34,29,$11.89 
612,1,33,97,$1.25 
613,1,4,482,$8.75 
613,1,33,179,$1.25 
614,1,6,516,$8.99 
614,1,12,36,$1.09 
615,1,8,0,$4.45 
616,3,4,51,$26.25 
617,1,4,517,$8.75 
618,1,6,508,$11.75 
618,1,17,0,$2.95 
619,1,4,216,$8.75 
619,1,11,212,$8.75 
620,1,11,65,$8.75 
622,1,33,145,$1.25 
623,1,4,95,$8.49 
623,1,13,520,$8.99 
624,1,36,0,$2.39 
624,1,36,0,$2.39 
625,1,8,0,$4.45 
626,1,33,13,$1.25 
627,1,11,521,$11.25 
627,1,7,522,$11.75 
628,1,4,201,$8.75 
628,1,8,0,$4.45 
629,1,33,97,$1.25 
632,1,21,447,$11.75 
632,1,33,145,$1.25 
633,1,6,527,$9.25 
635,1,8,0,$4.45 
635,1,11,394,$8.75 
636,1,17,0,$2.95 
637,1,34,532,$11.89 
637,1,8,0,$4.45 
637,1,17,0,$2.95 
638,1,4,533,$8.75 
638,1,8,0,$4.45 
638,1,17,0,$2.95 
639,1,4,393,$8.75 
639,1,19,0,$2.15 
639,1,33,97,$1.25 
640,1,6,534,$11.75 
641,1,13,67,$8.99 
642,1,6,527,$9.25 
642,1,31,26,$9.25 
643,1,17,0,$2.95 
644,1,34,413,$11.89 
644,1,16,0,$1.50 
645,1,4,213,$11.25 
647,1,4,535,$11.25 
648,1,4,129,$8.75 
648,1,13,128,$9.25 
648,2,19,0,$4.30 
649,2,19,0,$4.30 
650,1,11,407,$8.75 
650,1,33,97,$1.25 
651,1,4,538,$8.49 
652,1,10,111,$10.98 
652,1,3,0,$2.39 
653,1,7,540,$11.75 
654,1,21,196,$11.75 
656,1,2,69,$3.39 
656,1,14,541,$8.99 
656,1,29,0,$2.39 
660,1,6,508,$11.75 
662,1,11,161,$8.49 
664,1,18,59,$11.75 
665,1,4,374,$8.49 
666,1,8,0,$3.89 
667,1,18,546,$8.99 
668,1,47,217,$8.49 
670,1,10,427,$8.75 
671,1,4,423,$8.49 
672,1,12,97,$1.09 
673,1,19,0,$2.15 
674,1,26,0,$2.95 
674,1,33,13,$1.25 
675,1,22,49,$9.25 
676,1,26,0,$2.95 
677,1,19,0,$2.15 
677,1,33,179,$1.25 
678,1,6,217,$8.99 
679,1,14,550,$11.75 
679,1,19,0,$2.15 
680,1,15,551,$8.99 
680,1,1,1,$3.39 
681,1,6,552,$9.25 
682,1,4,553,$11.25 
683,1,4,393,$8.75 
683,1,19,0,$2.15 
684,1,8,0,$4.45 
685,1,6,121,$9.25 
686,1,4,494,$8.49 
686,1,48,495,$8.49 
687,1,10,451,$8.75 
688,1,11,523,$11.25 
688,1,43,499,$11.25 
688,1,4,133,$11.25 
688,1,8,0,$4.45 
689,1,5,0,$1.69 
690,1,4,143,$8.49 
690,1,2,2,$3.39 
691,1,20,558,$11.25 
691,1,6,163,$9.25 
691,1,11,81,$8.75 
691,1,4,59,$11.25 
691,1,11,402,$11.25 
691,1,6,437,$11.75 
691,1,4,559,$11.25 
691,1,6,162,$11.75 
692,2,11,560,$21.96 
694,1,7,562,$11.48 
695,1,11,563,$8.49 
695,1,5,0,$1.69 
696,1,19,0,$2.15 
696,1,16,0,$1.50 
697,1,16,0,$1.50 
698,1,4,121,$8.75 
698,1,26,0,$2.95 
700,1,26,0,$2.95 
704,1,21,221,$11.75 
704,1,33,13,$1.25 
705,1,11,569,$8.75 
706,1,24,216,$8.75 
707,1,11,571,$11.25 
708,1,22,573,$11.75 
708,1,35,145,$6.49 
709,1,20,574,$8.75 
709,1,8,0,$4.45 
709,1,35,97,$6.49 
710,1,4,487,$8.75 
712,1,6,27,$11.75 
712,1,8,0,$4.45 
713,1,15,174,$8.99 
714,1,6,292,$9.25 
714,1,0,0,$2.95 
715,1,6,576,$9.25 
715,1,31,26,$9.25 
718,1,4,577,$10.98 
719,1,23,413,$11.25 
719,1,21,578,$9.25 
720,1,19,0,$2.15 
721,1,4,85,$11.25 
721,1,19,0,$2.15 
722,1,21,348,$11.75 
723,1,0,0,$2.39 
724,1,33,145,$1.25 
724,1,33,145,$1.25 
724,1,33,145,$1.25 
725,1,19,0,$2.15 
726,1,4,477,$8.49 
726,1,5,0,$1.69 
727,1,4,368,$11.25 
728,1,11,102,$8.75 
730,1,12,13,$1.09 
731,1,20,579,$11.25 
732,1,0,0,$2.39 
733,1,4,529,$8.75 
734,1,20,581,$11.25 
734,1,8,0,$4.45 
734,1,20,582,$11.25 
734,1,34,414,$11.89 
735,1,6,217,$8.99 
735,1,10,217,$8.49 
736,1,8,0,$4.45 
737,1,11,65,$8.75 
738,1,45,584,$9.39 
739,1,8,0,$3.99 
740,1,4,393,$8.75 
740,1,19,0,$2.15 
740,1,33,97,$1.25 
742,1,24,586,$8.49 
742,1,5,0,$1.69 
743,1,8,0,$4.45 
744,1,10,423,$8.49 
744,1,40,47,$8.99 
746,1,24,51,$8.75 
746,1,11,121,$8.75 
746,1,0,0,$2.95 
749,1,4,54,$8.75 
749,1,35,145,$6.49 
750,2,19,0,$4.30 
750,1,4,318,$8.75 
751,1,4,393,$8.75 
751,1,19,0,$2.15 
752,1,4,423,$8.49 
752,1,4,113,$8.49 
752,1,36,0,$2.39 
753,1,6,589,$9.25 
753,1,8,0,$4.45 
756,1,44,116,$9.39 
756,1,27,116,$9.25 
758,1,19,0,$2.15 
759,1,24,28,$11.25 
759,1,4,592,$11.25 
759,2,33,145,$2.50 
759,2,33,97,$2.50 
759,4,16,0,$6.00 
759,2,8,0,$8.90 
760,1,20,593,$11.25 
761,1,11,12,$8.49 
762,1,4,407,$8.75 
762,1,19,0,$2.15 
762,1,16,0,$1.50 
763,1,33,145,$1.25 
763,1,19,0,$2.15 
764,1,26,0,$2.95 
765,1,8,0,$3.99 
766,2,19,0,$4.30 
767,1,19,0,$2.15 
770,1,4,595,$8.75 
772,1,6,513,$9.25 
772,1,7,78,$9.25 
773,1,16,0,$1.50 
773,1,26,0,$2.95 
774,1,15,596,$11.75 
776,1,4,54,$8.75 
776,1,8,0,$4.45 
776,1,35,145,$6.49 
778,1,21,595,$9.25 
779,1,5,0,$1.69 
780,1,4,260,$10.98 
781,1,8,0,$4.45 
782,1,26,0,$2.95 
783,1,21,599,$8.99 
783,1,4,600,$8.49 
785,1,6,602,$11.75 
785,1,0,0,$2.95 
786,1,21,12,$8.99 
786,1,5,0,$1.69 
787,1,21,603,$8.99 
787,2,12,21,$2.18 
787,1,12,80,$1.09 
788,1,6,606,$8.99 
789,1,10,217,$8.49 
790,1,4,607,$10.98 
791,1,20,592,$11.25 
791,1,11,608,$11.25 
792,1,23,555,$11.25 
792,1,10,451,$8.75 
